student_id,age,gender,gpa,family_income,target_track,target_strand,created_at,assessment_mathematics,assessment_science,assessment_communication,assessment_critical_thinking,assessment_problem_solving,assessment_creativity,assessment_leadership,assessment_technical_knowledge,assessment_research,assessment_analysis,assessment_writing,assessment_practical_skills,assessment_analytical_thinking,assessment_business_acumen,assessment_empathy,assessment_adaptability,assessment_flexibility,assessment_programming,assessment_logical_thinking,assessment_technical_skills,assessment_hands_on,assessment_craftsmanship,assessment_mechanical_aptitude,assessment_attention_to_detail,assessment_organization,assessment_care_giving,assessment_environmental_awareness,assessment_patience,assessment_physical_stamina,assessment_observation,interests,hobbies,work_preferences
STU_19473,17,Other,3.12,High,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-08-07 19:31:55.927864,65.3,51.2,68.8,18.0,35.6,68.6,35.5,52.7,81.1,73.0,95.9,82.8,58.8,60.2,46.1,56.8,41.1,77.6,71.1,42.6,50.0,65.9,64.1,44.3,61.0,68.6,88.0,98.8,84.5,69.6,"digital_media,sustainability,environment,management,diverse_fields,manufacturing,experimentation,mechanics,agriculture,computers,food_production,finance,history","exploring,farming,fishing,cooking,building,sewing,computer_building,math_puzzles,writing,outdoor_activities,reading_business,networking,animal_care","adaptable,flexible,hands_on,diverse,helping_others,outdoor_work,independent,sustainable"
STU_73409,18,Female,4.0,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-06-23 19:31:55.927919,78.8,84.2,59.5,65.7,61.4,55.5,37.6,67.2,86.7,62.6,55.5,77.7,67.5,77.3,68.0,32.0,86.1,72.5,57.3,52.0,53.3,72.9,30.4,67.7,64.2,64.0,70.4,65.0,100.0,83.3,"variety,engineering,business,sustainability,cooking,environment,management,politics,agriculture,food_production,networking","gardening,farming,fishing,gaming,outdoor_activities,planning,coding,repair_work,networking,animal_care,reading","caring,environmental,physical,practical,meaningful_work,outdoor_work,independent,sustainable"
STU_79131,16,Other,4.0,High,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-03-07 19:31:55.927967,73.6,61.7,63.5,76.2,77.9,67.1,76.4,77.1,64.9,50.9,67.5,74.5,54.3,66.0,58.8,79.7,50.1,28.1,79.7,60.7,61.4,48.2,31.7,47.7,68.6,57.0,78.7,65.0,100.0,81.4,"engineering,software,nutrition,agriculture,computers","learning_new_things,gardening,exploring,farming,fishing,cooking,sewing,computer_building,crafting,outdoor_activities,repair_work,traveling,animal_care,debating,cultural_activities,reading","exploratory,environmental,flexible,innovative,physical,skill_based,leadership,creative,meaningful_work,technical,outdoor_work,sustainable"
STU_33132,18,Female,2.88,High,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2024-11-09 19:31:55.928014,65.5,83.3,49.2,37.3,57.2,68.4,70.0,65.9,94.4,65.9,55.3,79.7,47.9,64.4,76.2,81.1,55.5,59.2,50.4,74.5,41.5,49.2,0.0,42.3,51.1,52.3,69.1,70.7,94.6,74.2,"sustainability,environment,social_issues,analysis,nature,agriculture","farming,fishing,volunteering,investing,gaming,woodworking,traveling,baking,debating,cultural_activities","environmental,adaptable,physical,skill_based,hands_on,collaborative,leadership,creative,challenging,outdoor_work,independent"
STU_25422,18,Other,3.18,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-02-18 19:31:55.928058,44.4,44.6,58.9,65.4,39.7,64.5,81.0,75.2,68.7,66.1,55.2,96.2,66.4,47.9,57.7,49.9,57.9,78.2,57.4,48.1,75.6,79.1,48.2,82.2,74.4,51.7,94.2,69.7,77.2,71.1,"engineering,sustainability,environment,politics,mechanics,nature,agriculture,finance","gardening,exploring,farming,fishing,cooking,volunteering,investing,gaming,science_experiments,cultural_activities","exploratory,environmental,physical,collaborative,meaningful_work,challenging,outdoor_work,sustainable"
STU_97314,15,Female,3.7,Middle,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2024-09-25 19:31:55.928112,72.8,59.8,43.3,51.2,50.0,63.8,94.1,63.1,64.1,83.1,51.9,95.3,53.6,54.6,55.1,58.4,57.4,65.4,53.6,61.5,35.8,71.7,77.0,63.3,71.2,47.4,97.2,83.9,65.9,94.2,"literature,sustainability,family_care,learning,politics,construction,agriculture,food_production","gardening,exploring,farming,fishing,volunteering,outdoor_activities,traveling,animal_care","environmental,research_oriented,analytical,diverse,challenging,sustainable"
STU_66803,18,Other,3.79,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2024-11-10 19:31:55.928157,88.1,85.0,80.1,67.1,70.7,43.8,55.8,100.0,34.1,64.7,59.4,90.5,63.0,78.2,60.2,71.6,65.5,55.6,53.5,79.2,69.4,74.9,78.8,52.2,55.9,54.9,92.3,82.9,83.8,71.5,"variety,sustainability,environment,manufacturing,economics,agriculture,food_production,finance,interior_design","gardening,farming,fishing,math_puzzles,robotics,outdoor_activities,networking,animal_care,debating,science_experiments","environmental,physical,practical,analytical,skill_based,diverse,physical_work,creative,meaningful_work,challenging,sustainable"
STU_51484,18,Male,4.0,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-08-17 19:31:55.928206,72.9,68.4,62.4,75.6,59.3,81.3,70.7,41.1,58.0,64.9,49.6,92.8,30.4,72.1,70.4,30.2,61.6,53.5,81.3,47.4,72.0,75.0,54.1,79.5,53.8,80.0,100.0,91.3,88.1,77.3,"software,sustainability,innovation,cooking,building,environment,mechanics,nature,agriculture,exploration,food_production","learning_new_things,gardening,volunteering,writing,science_experiments","environmental,innovative,physical,practical,challenging,outdoor_work,sustainable"
STU_32316,15,Other,3.06,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2024-12-19 19:31:55.928254,73.3,53.1,82.5,61.6,70.2,53.8,45.9,46.7,54.3,67.7,55.5,74.1,45.7,79.0,58.2,30.6,59.9,53.8,63.1,51.5,79.3,57.7,56.8,55.3,67.1,65.9,78.1,82.2,79.5,90.5,"sustainability,nutrition,environment,fashion,politics,nature,agriculture,food_production,finance,history,interior_design","fishing,building,robotics,outdoor_activities,repair_work,animal_care","caring,flexible,research_oriented,physical,practical,helping_others,challenging,outdoor_work,independent,service_oriented,sustainable"
STU_19356,18,Male,3.68,Middle,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-07-27 19:31:55.928299,54.9,57.1,80.9,77.6,65.9,45.1,60.9,88.2,57.8,61.9,62.8,73.5,47.9,47.8,55.5,66.6,62.5,67.6,92.4,98.9,61.4,73.8,69.9,76.2,75.6,52.1,100.0,97.3,91.7,88.9,"sustainability,innovation,cooking,environment,nature,food_production,interior_design","gardening,exploring,farming,fishing,cooking,tech_projects,outdoor_activities,woodworking,coding,networking,animal_care,cultural_activities","adaptable,physical,skill_based,meaningful_work"
STU_89135,16,Other,3.74,Middle,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-07-17 19:31:55.928347,63.1,71.8,63.8,65.7,60.4,58.0,88.7,63.2,55.7,64.4,43.8,92.7,62.1,57.0,55.4,38.2,89.3,64.9,89.1,58.1,68.8,73.0,69.4,55.2,35.4,95.9,76.0,100.0,77.3,97.1,"flexibility,environment,experimentation,construction,nature,agriculture,food_production","gardening,exploring,farming,fishing,math_puzzles,volunteering,networking,baking,science_experiments","exploratory,environmental,adaptable,physical,analytical,collaborative,leadership,creative,meaningful_work,outdoor_work,sustainable"
STU_52129,18,Male,3.27,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-08-05 19:31:55.928394,71.5,52.6,55.9,56.1,64.1,58.7,53.9,47.8,49.2,68.0,49.5,71.0,62.1,27.3,59.9,61.2,68.4,65.1,40.8,57.2,69.8,66.3,48.3,66.2,73.7,45.4,62.4,99.7,85.2,77.4,"social_issues,web_development,fashion,mechanics,agriculture","learning_new_things,gardening,farming,robotics,outdoor_activities,app_development","environmental,flexible,research_oriented,competitive,practical,hands_on,challenging,outdoor_work,detail_oriented,independent,sustainable"
STU_92707,17,Other,3.96,Middle,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-04-29 19:31:55.928441,62.2,75.6,37.4,54.0,84.8,72.4,71.1,66.1,64.7,53.0,51.6,90.1,51.9,64.3,62.3,92.9,57.6,77.5,70.6,58.2,41.3,59.2,73.5,41.6,72.5,80.1,83.0,91.1,83.4,87.7,"sustainability,nutrition,building,environment,diverse_fields,nature,agriculture,research","learning_new_things,gardening,farming,cooking,computer_building,math_puzzles,outdoor_activities,planning,repair_work,networking,animal_care,science_experiments","competitive,diverse,helping_others,technical,outdoor_work,independent,sustainable"
STU_84422,15,Male,3.56,Middle,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-08-07 19:31:55.928487,36.7,48.5,78.8,81.5,38.9,83.4,21.4,69.4,63.3,49.0,49.9,75.7,56.9,89.8,72.3,81.5,55.2,63.5,43.9,55.8,51.7,67.3,49.4,47.4,65.9,59.2,75.0,73.5,75.0,90.1,"digital_media,sustainability,innovation,cooking,environment,management,family_care,fashion,mechanics,nature,agriculture,food_production,finance,research","gardening,farming,tech_projects,writing,reading_business,coding,animal_care,debating","caring,exploratory,environmental,innovative,physical,practical,skill_based,physical_work,leadership,creative,sustainable"
STU_28494,15,Male,3.11,Middle,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-03-22 19:31:55.928530,48.7,49.3,42.8,54.1,61.8,46.8,92.8,69.4,59.5,61.3,39.1,70.0,79.8,84.5,26.8,67.1,80.7,54.9,82.8,71.5,66.8,56.3,61.4,53.3,64.4,63.8,77.7,62.5,80.1,71.8,"environment,social_issues,family_care,analysis,economics,agriculture,exploration,food_production","learning_new_things,fishing,building,computer_building,crafting,outdoor_activities,repair_work","environmental,flexible,innovative,practical,diverse,goal_oriented,outdoor_work,independent,sustainable"
STU_19710,16,Male,3.42,Middle,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-02-09 19:31:55.928573,49.7,72.4,43.3,46.7,70.6,48.5,43.1,72.1,58.1,61.0,56.6,86.2,70.3,58.2,37.5,64.5,54.9,72.9,46.6,55.3,37.8,71.7,78.4,52.7,57.1,47.9,74.9,88.9,77.0,86.8,"flexibility,digital_media,literature,sustainability,building,nature,food_production,history","learning_new_things,exploring,farming,fishing,sewing,robotics,crafting,outdoor_activities,reading_business,planning,decorating,metalworking,woodworking,app_development","environmental,research_oriented,analytical,hands_on,collaborative,technical,outdoor_work,detail_oriented,independent,service_oriented,sustainable"
STU_94759,16,Other,3.29,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-08-30 19:31:55.928616,71.3,54.1,76.3,88.1,34.5,58.6,58.6,49.3,66.1,76.8,30.4,61.5,84.9,56.4,61.3,44.0,60.7,80.5,67.4,62.9,33.5,71.1,60.1,50.9,69.6,47.3,87.6,94.2,83.5,77.8,"sustainability,web_development,analysis,nature,food_production,technology,interior_design","gardening,fishing,various_activities,crafting,outdoor_activities,decorating,metalworking,coding,animal_care","environmental,leadership,meaningful_work,challenging,outdoor_work,detail_oriented,independent,sustainable"
STU_43634,18,Other,3.39,Middle,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2024-10-08 19:31:55.928658,65.7,53.5,95.5,38.8,58.1,64.1,62.3,51.6,78.5,70.0,71.1,75.3,54.0,67.3,43.5,70.0,58.5,76.0,53.6,87.2,66.2,67.8,49.6,63.8,51.8,36.9,80.0,93.6,81.4,79.1,"sustainability,environment,learning,nature,agriculture","gardening,investing,crafting,outdoor_activities,planning,animal_care","innovative,competitive,physical,helping_others,physical_work,meaningful_work,challenging,outdoor_work,detail_oriented,independent"
STU_92622,15,Female,2.7,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2024-12-28 19:31:55.928700,93.6,69.1,36.1,51.9,54.0,49.2,61.0,51.4,52.3,62.3,36.9,60.5,78.6,72.6,65.5,64.6,57.2,100.0,62.9,99.1,90.9,66.9,56.9,60.2,54.0,66.9,88.7,69.8,100.0,74.2,"engineering,literature,sustainability,nutrition,building,fashion,nature,agriculture,exploration,computers,food_production,finance,history,research,interior_design","learning_new_things,gardening,farming,sewing,outdoor_activities,decorating,networking,app_development,animal_care,cultural_activities","exploratory,environmental,adaptable,research_oriented,physical,practical,diverse,physical_work,outdoor_work,sustainable"
STU_13333,17,Female,2.78,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-08-20 19:31:55.928742,58.8,42.8,59.2,61.1,66.7,75.1,44.9,54.5,70.2,50.1,31.8,88.2,51.5,50.5,61.8,60.1,75.0,41.3,93.9,38.8,54.2,47.0,60.8,60.3,62.5,63.9,95.1,83.6,95.9,64.5,"sustainability,environment,manufacturing,web_development,nature,agriculture","fishing,tech_projects,building,outdoor_activities,planning,coding,traveling,baking","caring,environmental,physical,practical,leadership,outdoor_work,sustainable"
STU_47922,16,Female,3.68,High,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-04-25 19:31:55.928784,61.9,64.9,52.0,59.8,76.1,70.1,55.1,63.0,71.4,41.6,47.9,91.2,34.1,43.6,41.8,73.8,43.7,71.9,54.7,86.7,61.9,76.0,66.9,53.2,59.8,60.1,77.4,90.9,100.0,83.2,"sustainability,innovation,environment,social_issues,manufacturing,experimentation,nature,agriculture,food_production","gardening,farming,fishing,tech_projects,volunteering,outdoor_activities,woodworking,coding,animal_care","environmental,research_oriented,physical,skill_based,hands_on,diverse,physical_work,creative,goal_oriented,meaningful_work,sustainable"
STU_29775,17,Male,3.5,Middle,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-04-18 19:31:55.928830,67.9,20.8,67.4,66.6,41.3,33.2,66.4,84.7,54.5,55.0,94.6,91.0,41.8,49.3,92.7,50.1,52.0,70.1,56.0,66.7,64.3,57.8,78.1,40.9,61.8,51.3,98.4,80.3,100.0,77.8,"flexibility,engineering,sustainability,environment,learning,fashion,nature,agriculture,computers,food_production,research","gardening,farming,fishing,decorating,coding,repair_work,traveling,baking,animal_care","competitive,hands_on,physical_work,meaningful_work,challenging,technical,outdoor_work,detail_oriented,sustainable"
STU_78824,18,Other,3.67,High,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-01-29 19:31:55.928879,76.3,45.7,82.6,60.4,66.2,68.2,58.9,47.9,61.4,29.8,40.3,80.6,83.2,82.8,74.7,36.9,64.5,47.1,59.0,74.3,69.9,79.2,38.9,44.7,82.6,82.8,81.8,81.8,93.7,87.3,"sustainability,nutrition,building,environment,economics,nature,agriculture,exploration,food_production,history","exploring,farming,math_puzzles,outdoor_activities,planning,decorating,animal_care,debating","innovative,physical,skill_based,helping_others,leadership,goal_oriented,technical,outdoor_work,independent,sustainable"
STU_73573,18,Female,3.89,Middle,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2024-09-29 19:31:55.928922,46.1,77.2,57.0,39.1,48.3,51.0,82.2,49.6,65.8,28.3,74.1,74.1,65.9,65.9,69.5,65.0,88.7,63.1,93.7,69.6,64.1,73.4,63.0,66.7,65.2,63.7,100.0,100.0,85.3,94.6,"literature,sustainability,environment,diverse_fields,learning,politics,construction,nature,agriculture,food_production,technology,history","exploring,various_activities,sewing,volunteering,outdoor_activities,reading_business,woodworking,repair_work,app_development,debating,science_experiments,cultural_activities","environmental,collaborative,diverse,creative,goal_oriented,technical,outdoor_work"
STU_84261,16,Female,2.98,Middle,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-03-17 19:31:55.928965,76.4,68.2,70.0,68.6,49.2,59.0,42.0,68.6,66.5,70.5,48.4,91.6,67.1,93.5,72.1,51.0,39.7,63.3,44.6,49.0,45.5,51.3,81.8,45.5,53.6,38.5,64.9,79.2,84.1,70.5,"engineering,business,cooking,environment,management,social_issues,family_care,analysis,nature,agriculture,exploration","learning_new_things,gardening,farming,fishing,investing,gaming,outdoor_activities,coding,science_experiments,cultural_activities,reading","exploratory,environmental,physical,analytical,goal_oriented,technical,outdoor_work,detail_oriented,independent"
STU_29084,15,Male,3.1,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-02-16 19:31:55.929009,31.9,62.2,74.0,38.6,50.3,76.2,56.8,58.5,65.7,53.4,48.3,85.1,39.3,35.8,49.6,70.7,77.4,52.9,72.5,80.7,60.6,69.5,88.0,49.4,56.4,84.0,72.6,83.6,75.7,95.6,"business,sustainability,building,environment,manufacturing,web_development,nature,agriculture,exploration,food_production","gardening,fishing,math_puzzles,crafting,writing,outdoor_activities,metalworking,animal_care,cultural_activities","caring,environmental,adaptable,physical,skill_based,creative,challenging,outdoor_work,sustainable"
STU_89807,18,Male,3.64,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-01-29 19:31:55.929050,59.0,44.3,38.0,31.5,57.5,67.3,60.3,63.5,53.5,74.8,70.9,83.3,63.1,53.0,89.2,72.1,58.5,57.4,54.2,55.5,63.7,34.4,56.3,58.0,59.9,62.6,82.3,86.1,80.7,91.9,"variety,literature,sustainability,building,environment,management,fashion,nature,agriculture,food_production,history","gardening,farming,fishing,computer_building,math_puzzles,investing,gaming,decorating,networking,debating,reading","caring,exploratory,environmental,research_oriented,practical,diverse,outdoor_work,sustainable"
STU_28550,17,Male,3.24,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-07-14 19:31:55.929093,93.7,70.5,48.8,57.6,52.4,60.1,76.5,55.1,51.5,67.7,47.8,73.3,65.7,33.1,52.8,72.8,32.5,33.6,38.5,19.0,88.4,61.8,49.9,40.6,93.0,69.8,80.7,94.2,85.9,77.0,"entrepreneurship,business,literature,sustainability,cooking,environment,psychology,nature,agriculture,food_production","gardening,farming,tech_projects,building,sewing,computer_building,investing,networking,app_development,science_experiments,reading","caring,exploratory,environmental,adaptable,innovative,physical,hands_on,collaborative,diverse,physical_work,outdoor_work,sustainable"
STU_58197,15,Other,3.96,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-07-07 19:31:55.929136,51.1,44.8,76.7,52.2,80.3,47.6,51.0,53.2,46.5,51.2,68.3,94.0,64.5,42.1,51.0,51.3,85.5,74.8,78.2,49.4,40.9,68.6,53.1,64.4,66.2,54.1,92.0,67.4,83.1,88.8,"sustainability,environment,management,nature,agriculture,computers,interior_design","gardening,fishing,computer_building,outdoor_activities,reading_business,traveling,reading","exploratory,environmental,flexible,research_oriented,physical,hands_on,collaborative,diverse,helping_others,leadership,outdoor_work,sustainable"
STU_75068,18,Other,3.51,Middle,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-05-03 19:31:55.929177,62.0,78.9,77.9,95.1,64.9,90.8,72.2,37.0,60.4,46.3,83.0,83.7,40.2,73.2,79.8,54.0,53.3,63.0,32.8,70.6,85.4,50.2,87.6,74.9,58.8,69.5,98.0,83.4,85.9,76.6,"software,business,sustainability,environment,analysis,nature,agriculture,food_production,interior_design","farming,crafting,writing,outdoor_activities,planning,metalworking,animal_care","exploratory,environmental,innovative,physical,hands_on,collaborative,physical_work,goal_oriented,service_oriented,sustainable"
STU_55020,16,Other,3.45,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-01-19 19:31:55.929218,70.5,57.3,52.4,77.3,67.2,52.8,86.3,91.7,75.2,42.1,66.1,87.9,36.2,77.9,63.1,76.8,55.4,67.3,68.0,62.8,67.4,57.9,42.3,29.4,50.7,71.9,71.6,92.6,95.9,86.7,"variety,flexibility,entrepreneurship,business,environment,psychology,manufacturing,nature,agriculture,computers,food_production,finance,history","gardening,farming,fishing,outdoor_activities,woodworking,traveling,baking,animal_care,debating,reading","adaptable,flexible,research_oriented,collaborative,goal_oriented,technical,outdoor_work,independent,service_oriented,sustainable"
STU_33152,18,Other,3.13,High,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-02-07 19:31:55.929260,75.4,77.4,56.6,61.3,47.8,64.3,29.0,55.6,47.2,58.7,48.1,62.9,50.2,52.9,76.0,50.4,47.3,42.1,77.1,56.7,64.1,36.8,33.7,46.5,84.3,43.6,75.7,82.1,75.7,86.8,"sustainability,innovation,environment,social_issues,psychology,family_care,manufacturing,economics,mechanics,agriculture,food_production,interior_design","gardening,exploring,farming,fishing,tech_projects,building,outdoor_activities,coding,repair_work,networking,baking,animal_care,reading","caring,environmental,adaptable,flexible,research_oriented,physical,hands_on,collaborative,diverse,physical_work,outdoor_work,independent,sustainable"
STU_66604,16,Other,3.34,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-02-09 19:31:55.929306,43.5,100.0,45.9,71.9,45.9,36.9,58.6,39.9,54.1,48.1,78.8,66.6,70.1,64.3,56.6,48.6,62.6,63.4,65.9,56.0,42.8,73.2,59.9,50.8,45.0,73.8,95.8,87.8,88.4,93.7,"variety,literature,sustainability,environment,nature,agriculture,food_production,finance,networking,history","gardening,farming,computer_building,outdoor_activities,decorating,coding,traveling,animal_care,reading","environmental,physical,skill_based,leadership,creative,technical,outdoor_work,detail_oriented,sustainable"
STU_78133,16,Other,3.87,Middle,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2024-09-05 19:31:55.929348,92.0,44.1,56.3,48.4,61.0,86.0,56.4,66.3,16.4,66.4,75.0,83.2,44.0,42.0,51.7,41.9,83.6,67.0,81.7,55.7,48.5,49.5,53.1,52.6,78.3,73.7,84.7,65.4,85.0,78.9,"variety,engineering,sustainability,innovation,environment,management,psychology,experimentation,analysis,nature,networking","tech_projects,building,various_activities,crafting,writing,outdoor_activities,decorating,repair_work,networking,app_development,animal_care","environmental,flexible,innovative,research_oriented,physical,skill_based,collaborative,diverse,physical_work,goal_oriented,meaningful_work,outdoor_work,independent,service_oriented,sustainable"
STU_27598,17,Male,3.51,Middle,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-03-03 19:31:55.929392,73.4,62.1,28.5,58.0,50.2,66.1,42.9,63.9,26.7,39.2,46.8,76.5,65.8,35.2,50.4,50.8,70.3,57.1,45.5,43.8,51.7,35.3,84.4,59.9,46.3,44.2,69.9,85.7,65.5,80.2,"sustainability,environment,psychology,experimentation,nature,agriculture","gardening,exploring,farming,fishing,cooking,tech_projects,investing,crafting,outdoor_activities,planning","exploratory,environmental,research_oriented,physical,hands_on,outdoor_work,independent,sustainable"
STU_34575,15,Female,3.57,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-06-27 19:31:55.929441,51.2,44.8,72.6,43.0,55.8,61.7,50.9,42.0,51.6,65.1,49.1,86.5,56.2,50.9,49.1,63.5,76.9,61.8,45.5,76.4,46.7,85.9,57.6,46.8,68.4,55.3,86.4,82.9,68.2,81.3,"sustainability,innovation,environment,fashion,nature,agriculture","gardening,farming,building,math_puzzles,robotics,outdoor_activities,woodworking,traveling,animal_care,reading","environmental,flexible,innovative,physical,practical,collaborative,physical_work,leadership,outdoor_work,detail_oriented"
STU_83217,15,Other,3.74,High,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-07-01 19:31:55.929486,61.7,78.8,64.7,56.4,63.2,52.6,65.4,65.4,41.4,71.6,93.5,87.5,29.5,53.6,40.8,55.6,70.3,49.2,88.3,16.8,56.3,65.7,41.7,43.7,71.3,88.9,100.0,78.5,95.5,81.3,"flexibility,entrepreneurship,business,sustainability,environment,nature,food_production,finance,interior_design","gardening,farming,fishing,math_puzzles,investing,outdoor_activities,metalworking,traveling,animal_care,science_experiments,cultural_activities","environmental,analytical,hands_on,diverse,helping_others,creative,meaningful_work,challenging,outdoor_work,service_oriented,sustainable"
STU_29102,16,Other,3.91,High,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-02-10 19:31:55.929529,56.8,43.0,84.0,87.9,53.7,74.0,57.8,92.7,37.6,57.3,38.3,66.1,58.3,53.2,44.8,72.6,79.5,67.7,31.8,65.1,64.9,47.4,65.2,52.4,47.7,42.3,90.3,94.9,80.6,91.8,"flexibility,literature,sustainability,environment,mechanics,nature,agriculture,computers,food_production,history,interior_design","learning_new_things,fishing,computer_building,robotics,outdoor_activities,reading_business,planning,decorating,app_development,animal_care","environmental,competitive,analytical,hands_on,collaborative,diverse,goal_oriented,technical,sustainable"
STU_66717,16,Female,3.62,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-03-27 19:31:55.929571,62.0,58.8,67.0,47.4,68.2,62.3,40.4,40.6,45.2,67.7,54.9,81.7,80.5,66.6,50.4,45.2,64.6,45.4,78.8,63.7,61.9,45.7,69.3,76.9,58.0,73.9,78.0,81.4,100.0,78.3,"flexibility,sustainability,environment,nature,agriculture,computers","gardening,farming,fishing,sewing,volunteering,writing,outdoor_activities,planning,coding,app_development,animal_care","environmental,physical,analytical,goal_oriented,meaningful_work,outdoor_work,sustainable"
STU_41213,18,Other,3.67,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-04-25 19:31:55.929613,54.2,64.2,70.4,46.5,49.4,68.5,62.4,77.6,64.0,87.9,70.5,100.0,85.3,50.4,82.2,74.1,73.1,77.8,55.4,64.9,53.7,94.6,48.7,40.8,47.7,59.2,81.4,90.9,82.3,77.1,"variety,digital_media,sustainability,environment,diverse_fields,experimentation,analysis,fashion,economics,nature,agriculture,computers,food_production","gardening,fishing,various_activities,outdoor_activities,metalworking,repair_work,networking,baking,cultural_activities","exploratory,environmental,adaptable,research_oriented,competitive,physical,analytical,challenging,outdoor_work,independent,sustainable"
STU_91285,15,Female,3.95,Middle,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-05-25 19:31:55.929655,77.5,63.1,73.0,61.3,56.1,70.5,63.4,75.1,83.1,58.3,69.7,92.7,66.2,67.7,62.2,63.8,67.8,50.9,34.5,58.7,57.5,84.3,64.4,68.4,53.8,51.1,73.7,69.4,89.3,85.1,"business,sustainability,environment,social_issues,diverse_fields,learning,nature,exploration,food_production,finance,networking","gardening,fishing,tech_projects,volunteering,outdoor_activities,decorating,coding,animal_care","environmental,adaptable,flexible,innovative,physical,skill_based,collaborative,diverse,physical_work,leadership,challenging,outdoor_work,detail_oriented,sustainable"
STU_71636,16,Female,3.3,High,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2024-09-26 19:31:55.929700,68.2,63.6,30.3,88.6,60.6,28.7,63.4,47.8,47.3,64.0,51.2,92.3,58.3,66.0,68.5,63.8,63.2,62.1,82.4,72.7,49.6,43.3,48.1,66.4,43.4,50.2,68.6,91.3,88.6,90.8,"variety,software,sustainability,innovation,environment,nature,agriculture,history,research","exploring,farming,fishing,computer_building,outdoor_activities,decorating,coding","environmental,competitive,physical,physical_work,goal_oriented,challenging,outdoor_work,detail_oriented,service_oriented,sustainable"
STU_96521,17,Other,3.73,Low,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2024-11-24 19:31:55.929745,33.6,47.5,39.8,39.6,77.1,56.3,64.3,76.5,44.7,69.2,38.2,84.5,76.0,42.9,72.4,63.4,53.2,42.0,63.6,67.4,55.2,45.3,71.4,77.8,74.3,83.8,75.5,67.8,86.1,78.0,"business,literature,innovation,cooking,family_care,manufacturing,analysis,exploration,food_production","farming,building,computer_building,robotics,writing,planning,baking,animal_care","environmental,competitive,physical,analytical,collaborative,meaningful_work,outdoor_work,independent,sustainable"
STU_68156,16,Male,3.63,Middle,Technical-Vocational (TechPro),Agri-Fishery Arts (AFA),2025-02-12 19:31:55.929787,44.4,45.5,61.0,62.6,70.1,58.5,31.2,100.0,60.5,100.0,58.1,71.5,55.2,76.5,69.3,64.6,59.1,61.9,57.8,78.0,73.7,45.9,37.8,41.6,54.7,63.3,81.5,88.3,81.9,98.0,"engineering,environment,social_issues,diverse_fields,analysis,fashion,politics,agriculture,computers,food_production,finance","gardening,exploring,farming,cooking,robotics,crafting,writing,coding,networking,animal_care,cultural_activities","exploratory,physical,analytical,skill_based,leadership,meaningful_work,outdoor_work,sustainable"
